advertiser,year,month,Tv,Print_Media,Radio,Google,Fb_and_Insta,Youtube,Hoardings,Others,Total,Sales
OMEGA EXPORTS (KCH),2019,12,117184,4624.252358,1063.92391,31783.55864,27251.82114,3538.091585,603.7315359,4065.252042,190114.6312,1412336.712
ONE CENTRE RETAIL,2020,11,647946,27109.95059,3390.24239,187730.3683,232294.8129,26867.57136,12047.32469,15608.28362,1152994.554,7155412.517
ONE CENTRE RETAIL,2020,12,647946,27109.95059,3390.24239,187730.3683,232294.8129,26867.57136,12047.32469,15608.28362,1152994.554,7155412.517
OPTIONS MEDIA,2019,9,1543050,54358.55226,11182.09667,280565.7894,518889.6525,81040.7807,17918.78971,14670.82713,2521676.488,28507810.94
OPTIONS MEDIA,2019,10,1543050,54358.55226,11182.09667,280565.7894,518889.6525,81040.7807,17918.78971,14670.82713,2521676.488,28507810.94
OPTIONS MEDIA,2019,11,1543050,54358.55226,11182.09667,280565.7894,518889.6525,81040.7807,17918.78971,14670.82713,2521676.488,28507810.94
OPTIONS MEDIA,2019,12,1543050,54358.55226,11182.09667,280565.7894,518889.6525,81040.7807,17918.78971,14670.82713,2521676.488,28507810.94
ORACURA,2020,10,104648,3248.964179,532.4584365,29730.11403,44435.09535,6520.802015,1949.884429,2086.992987,193152.3114,3129329.332
ORACURA,2020,11,104648,3248.964179,532.4584365,29730.11403,44435.09535,6520.802015,1949.884429,2086.992987,193152.3114,3129329.332
ORACURA,2020,12,104648,3248.964179,532.4584365,29730.11403,44435.09535,6520.802015,1949.884429,2086.992987,193152.3114,3129329.332
ORBIT (KALYAN),2020,12,498974,34869.59992,5269.039553,124154.9539,209355.4718,18058.46431,2850.625179,14240.271,907772.4257,15198096.03
ORIENTAL METALS & STEELS PVT LTD,2020,12,652250,38736.62291,5727.023912,206720.901,140795.9857,32914.2162,7344.19122,12957.43913,1097446.38,18926666.68
PACIFIC VENTURES,2019,11,48407,3025.646202,646.0925048,10056.08073,17804.95991,2115.606079,1002.002906,1776.593638,84833.98196,841419.8476
PACIFIC VENTURES,2019,12,48407,3025.646202,646.0925048,10056.08073,17804.95991,2115.606079,1002.002906,1776.593638,84833.98197,841419.8476
PAI INTL,2019,10,956513,58843.39056,14910.07038,125566.2414,378542.2192,35798.3493,11490.55611,24267.00612,1605930.833,18962784.21
PAI INTL,2019,11,956513,58843.39056,14910.07038,125566.2414,378542.2192,35798.3493,11490.55611,24267.00612,1605930.833,18962784.21
PAI INTL,2019,12,956513,58843.39056,14910.07038,125566.2414,378542.2192,35798.3493,11490.55611,24267.00612,1605930.833,18962784.21
PALLAVARAM SHANTHI JEWELLERS,2018,10,1197570,66046.98746,8637.452107,382483.7812,564230.4345,75797.51321,7824.850031,41866.99563,2344458.014,28868971.21
PALLAVARAM SHANTHI JEWELLERS,2018,11,1197570,66046.98746,8637.452107,382483.7812,564230.4345,75797.51321,7824.850031,41866.99563,2344458.014,28868971.21
PALLAVARAM SHANTHI JEWELLERS,2018,12,1197570,66046.98746,8637.452107,382483.7812,564230.4345,75797.51321,7824.850031,41866.99563,2344458.014,28868971.21
PANASONIC BATTERY INDIA CO LTD,2021,3,14178496,682343.1089,224897.0026,3684989.99,5136924.242,704387.3754,294949.3193,247032.1328,25154019.17,424581518.8
PANASONIC BATTERY INDIA CO LTD,2021,4,14178496,677215.9538,72532.78351,1442602.353,4322142.086,529717.5495,72040.83976,467105.1616,21761852.73,176342947.8
PANASONIC BATTERY INDIA CO LTD,2021,5,14178496,489309.4334,175527.7797,3634760.074,5420082.226,737192.091,111341.6084,163023.2974,24909732.51,379380916.3
PANASONIC BATTERY INDIA CO LTD,2021,6,14178496,615234.7812,198614.7231,4288920.206,6356281.34,400630.5743,193815.2091,522997.7811,26754990.62,391907547.2
PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,2019,9,13049236,920493.7942,120160.0955,2668568.501,3652272.44,686923.5462,54725.74469,477619.5781,21629999.7,283336293.3
PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,2019,10,14053798,851981.4224,191771.289,2296679.405,3042682.198,658470.6972,158761.7407,361153.39,21615298.14,303197970.1
PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,2019,11,16025106,883684.3547,173088.5677,4007454.013,5828389.636,741425.8518,170844.1635,603058.5096,28433051.1,316375111.6
PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,2019,12,111900,5101.658319,1173.89606,20813.55797,41639.44576,6244.394918,1291.340747,1213.860431,189378.1542,2348445.707
PANCHSHIL REALTY,2020,10,4682160,181984.5763,33177.26029,1176126.189,1266362.706,205113.5834,41561.71429,59704.82672,7646190.857,137403992.7
PANCHSHIL REALTY,2020,11,114615,7225.76237,882.7871296,24204.27537,37237.6248,6253.339164,2532.442699,3067.580468,196018.812,2539278.029
PANCHSHIL REALTY,2020,12,3758520,229097.8114,54353.44432,740820.0239,1581721.203,213283.9772,52512.86478,61578.27321,6691887.598,92192387.61
PANTALOONS FASHION & RETAIL LTD,2018,10,2262803,119990.6847,32138.99864,605976.5094,1049823.129,128773.5879,44584.18695,57295.86571,4301385.963,50250043.75
PANTALOONS FASHION & RETAIL LTD,2018,11,1261315,46751.08671,10750.16096,133720.664,262382.531,35452.80696,25986.85722,16611.64263,1792970.749,36651985.72
PANTALOONS FASHION & RETAIL LTD,2018,12,1762059,83370.88571,21444.5798,369848.5867,656102.83,82113.19743,35285.52209,36953.75417,3047178.356,43451014.74
PARIJAT INDUSTRIES (INDIA),2020,11,602163,44518.08459,3549.194902,181802.7325,273394.5867,20837.13179,5971.494771,21050.56656,1153286.792,15282614.15
PARIJAT INDUSTRIES (INDIA),2020,12,602163,44518.08459,3549.194902,181802.7325,273394.5867,20837.13179,5971.494771,21050.56656,1153286.792,15282614.15
PASSION GAMING PVT LTD,2019,11,4413746,175196.798,35920.79922,484853.3221,1258919.64,211373.7224,21035.21607,63197.0467,6664242.544,62702162.03
PASSION GAMING PVT LTD,2019,12,960558,48769.68427,8577.734252,237913.4512,394276.0571,31466.7289,8983.739382,10131.81758,1700677.213,10396738.67
PATANJALI YOGPEETH (YOG GRAM-HARIDWAR),2020,9,250588,10517.54343,3699.737441,19598.16238,58610.55154,11070.97827,4366.834293,7527.616567,365979.4239,7354631.267
PATANJALI YOGPEETH (YOG GRAM-HARIDWAR),2020,10,250588,10517.54343,3699.737441,19598.16238,58610.55154,11070.97827,4366.834293,7527.616567,365979.4239,7354631.267
PATANJALI YOGPEETH (YOG GRAM-HARIDWAR),2020,11,250588,10517.54343,3699.737441,19598.16238,58610.55154,11070.97827,4366.834293,7527.616567,365979.4239,7354631.267
PATANJALI YOGPEETH (YOG GRAM-HARIDWAR),2020,12,250588,10517.54343,3699.737441,19598.16238,58610.55154,11070.97827,4366.834293,7527.616567,365979.4239,7354631.267
PATIL PARIMALA WORKS,2018,10,9973396,290766.1021,163502.9332,2874533.193,4594043.835,432014.3052,65908.6638,150402.0966,18544567.13,220314992.5
PATIL PARIMALA WORKS,2018,11,6568528,401057.8325,103309.5598,563900.6171,1655869.704,393365.0787,39258.16363,93644.24561,9818933.201,155506882.1
PATIL PARIMALA WORKS,2018,12,8270962,345911.9673,133406.2465,1719216.905,3124956.77,412689.692,52583.41372,122023.1711,14181750.17,187910937.3
PAYTM FIRST GAMES PVT LTD,2020,9,64561173,3927715.972,849401.2515,9100617.818,23477551.09,3444131.91,1038602.091,1390967.262,107790160.4,1859836808
PAYTM FIRST GAMES PVT LTD,2020,10,9871520,651294.6462,106421.0253,2820159.517,1847778.728,398180.2725,178643.5767,151159.9306,16025157.7,170189290.4
PAYTM FIRST GAMES PVT LTD,2020,11,37216346.5,2289505.309,477911.1384,5960388.668,12662664.91,1921156.091,608622.8339,771063.5963,61907659.05,1015013049
PAYTM FIRST GAMES PVT LTD,2020,12,9871520,651294.6462,106421.0253,2820159.517,1847778.728,398180.2725,178643.5767,151159.9306,16025157.7,170189290.4
PERCEPT LIVE,2018,10,108647,5026.376293,805.9937425,34325.62992,36123.52288,5368.643507,1786.026108,2853.095405,194936.2879,3062101.26
PERCEPT LIVE,2018,11,108647,5026.376293,805.9937425,34325.62992,36123.52288,5368.643507,1786.026108,2853.095405,194936.2879,3062101.26
PERCEPT LIVE,2018,12,108647,5026.376293,805.9937425,34325.62992,36123.52288,5368.643507,1786.026108,2853.095405,194936.2879,3062101.26
PERFECT DIARY BEAUTY,2021,3,688500,18142.98546,9330.447048,149886.3111,127292.9531,25046.65641,5080.756388,22936.38647,1046216.496,15957549.78
PERFECT DIARY BEAUTY,2021,4,688500,29030.41486,11878.47067,88659.21494,145153.0731,30459.57728,10191.90585,15895.71923,1019768.376,13764151.82
PERFECT DIARY BEAUTY,2021,5,688500,25200.86981,5610.589705,73096.06112,157149.3063,39057.62626,16081.48047,24035.50758,1028731.441,9260533.924
PERFECT DIARY BEAUTY,2021,6,688500,41807.33117,8734.811027,171816.7033,258013.5558,29110.72466,6207.038783,24221.42855,1228411.593,16475984.7
PIGEON INFORMATION TECHNOLOGY PRIVATE LIMITED,2018,10,184872,6806.430231,1125.174523,22220.542,88439.41373,7051.022243,1874.887845,2950.198553,315339.6691,2579342.057
PIGEON INFORMATION TECHNOLOGY PRIVATE LIMITED,2018,11,184872,6806.430231,1125.174523,22220.542,88439.41373,7051.022243,1874.887845,2950.198553,315339.6691,2579342.057
PIGEON INFORMATION TECHNOLOGY PRIVATE LIMITED,2018,12,184872,6806.430231,1125.174523,22220.542,88439.41373,7051.022243,1874.887845,2950.198553,315339.6691,2579342.057
POLYCOM INC,2018,12,2014000,114377.9544,32925.59927,372784.378,691130.4848,80677.67027,25211.92546,35044.897,3366152.909,36417533.19
POORNIMA PALACE CONVENTION CENTER,2019,11,428223,22689.05082,5032.724018,91153.99757,136146.7483,25834.86127,2678.572077,8808.926179,720567.8803,9609997.406
POORNIMA PALACE CONVENTION CENTER,2019,12,428223,22689.05082,5032.724018,91153.99757,136146.7483,25834.86127,2678.572077,8808.926179,720567.8802,9609997.406
POPULAR PAINTS & CHEMICALS,2018,11,947322,49048.48366,5737.322497,244697.5009,188937.4216,54902.03253,18688.81846,32142.03511,1541475.615,27303756.65
POPULAR PAINTS & CHEMICALS,2018,12,947322,49048.48366,5737.322497,244697.5009,188937.4216,54902.03253,18688.81846,32142.03511,1541475.615,27303756.65
POPULAR PAINTS & CHEMICALS,2019,11,427887,27990.45072,3542.497489,127632.9781,108332.7422,26844.14507,5225.192129,4298.398829,731753.4045,5628700.258
POPULAR PAINTS & CHEMICALS,2019,12,427887,27990.45072,3542.497489,127632.9781,108332.7422,26844.14507,5225.192129,4298.398829,731753.4045,5628700.258
PRADIP CHEMICAL WORKS,2019,9,787831,57637.53606,6948.47947,72618.8126,247010.1866,27913.83365,8783.556492,23438.2474,1232181.652,11643822.41
PRADIP CHEMICAL WORKS,2019,10,787831,57637.53606,6948.47947,72618.8126,247010.1866,27913.83365,8783.556492,23438.2474,1232181.652,11643822.41
PRADIP CHEMICAL WORKS,2019,11,787831,57637.53606,6948.47947,72618.8126,247010.1866,27913.83365,8783.556492,23438.2474,1232181.652,11643822.41
PRADIP CHEMICAL WORKS,2019,12,787831,57637.53606,6948.47947,72618.8126,247010.1866,27913.83365,8783.556492,23438.2474,1232181.652,11643822.41
PRAKASH FOODS & OILS LTD,2020,9,1912846,91821.3466,27185.80901,159704.3764,553561.1832,106324.6752,38448.34641,30968.7018,2920860.439,54655265.76
PRAKASH FOODS & OILS LTD,2020,10,8463173,588231.857,85810.20873,1825276.201,2450541.448,512002.3288,102382.7142,160865.5998,14188283.36,216745736.7
PRAKASH FOODS & OILS LTD,2020,11,5188009.5,340026.6018,56498.00887,992490.2887,1502051.316,309163.502,70415.53031,95917.1508,8554571.898,135700501.2
PRAKASH FOODS & OILS LTD,2020,12,8463173,588231.857,85810.20873,1825276.201,2450541.448,512002.3288,102382.7142,160865.5998,14188283.36,216745736.7
PRAMERICA LIFE INSURANCE LTD,2018,12,785422,22159.6941,12268.33507,194083.4929,348928.2433,38849.10743,17871.24229,27584.42551,1447166.541,14398709.73
PRAYAGH NUTRI PRODUCTS PVT LTD,2019,11,7724497,331737.4823,66612.41963,2209142.19,1450241.178,385174.8127,144803.7164,238371.634,12550580.43,106762725.8
PRAYAGH NUTRI PRODUCTS PVT LTD,2019,12,5261671,305914.5786,40786.3397,851148.2991,1080964.883,231103.6355,53361.40412,102858.6124,7927808.753,129156247.1
PREMIER HOUSING & PROPERTIES,2020,9,395745,21001.14058,5374.167941,85630.14181,171945.5056,14607.98116,8896.064244,12563.36334,715763.3647,6308682.91
PREMIER HOUSING & PROPERTIES,2020,10,395745,21001.14058,5374.167941,85630.14181,171945.5056,14607.98116,8896.064244,12563.36334,715763.3647,6308682.91
PREMIER HOUSING & PROPERTIES,2020,11,395745,21001.14058,5374.167941,85630.14181,171945.5056,14607.98116,8896.064244,12563.36334,715763.3647,6308682.91
PREMIER HOUSING & PROPERTIES,2020,12,395745,21001.14058,5374.167941,85630.14181,171945.5056,14607.98116,8896.064244,12563.36334,715763.3647,6308682.91
PRESTIGE GROUP,2018,9,986177,31357.16642,11330.81861,235866.7903,446495.4613,30785.47827,6141.842202,10297.27488,1758451.832,20174007.68
PRESTIGE GROUP,2018,10,986177,31357.16642,11330.81861,235866.7903,446495.4613,30785.47827,6141.842202,10297.27488,1758451.832,20174007.68
PRESTIGE GROUP,2018,11,986177,31357.16642,11330.81861,235866.7903,446495.4613,30785.47827,6141.842202,10297.27488,1758451.832,20174007.68
PRESTIGE GROUP,2018,12,986177,31357.16642,11330.81861,235866.7903,446495.4613,30785.47827,6141.842202,10297.27488,1758451.832,20174007.68
PRICEWATERHOUSECOOPERS P LTD/FICCI,2018,10,1824695,54275.00447,17794.50685,169429.5764,440237.9372,87000.01716,39362.96189,33018.78082,2665813.785,34737389.28
PRICEWATERHOUSECOOPERS P LTD/FICCI,2018,11,1824695,54275.00447,17794.50685,169429.5764,440237.9372,87000.01716,39362.96189,33018.78082,2665813.785,34737389.28
PRICEWATERHOUSECOOPERS P LTD/FICCI,2018,12,1824695,54275.00447,17794.50685,169429.5764,440237.9372,87000.01716,39362.96189,33018.78082,2665813.785,34737389.28
PRINITI FOODS PVT LTD,2018,11,788643,38307.08637,5216.399643,209068.227,231049.0529,31236.6182,5057.99011,29047.39772,1337625.772,19708288.45
PRINITI FOODS PVT LTD,2018,12,788643,38307.08637,5216.399643,209068.227,231049.0529,31236.6182,5057.99011,29047.39772,1337625.772,19708288.45
PRISM CROP CARE PVT LTD,2018,9,1219943,88427.62185,18726.74738,231299.1745,389706.086,58729.99928,27838.05332,29191.087,2063861.769,27082151.2
PRISM CROP CARE PVT LTD,2018,10,1219943,88427.62185,18726.74738,231299.1745,389706.086,58729.99928,27838.05332,29191.087,2063861.769,27082151.2
PRISM CROP CARE PVT LTD,2018,11,1219943,88427.62185,18726.74738,231299.1745,389706.086,58729.99928,27838.05332,29191.087,2063861.769,27082151.2
PRISM CROP CARE PVT LTD,2018,12,1219943,88427.62185,18726.74738,231299.1745,389706.086,58729.99928,27838.05332,29191.087,2063861.769,27082151.2
PSI PHI GLOBAL SOLUTIONS PVT LTD,2020,9,1385726,86926.14305,8013.09582,416918.0695,319932.2241,64417.91978,17568.27444,22633.13525,2322134.862,41891060.58
PSI PHI GLOBAL SOLUTIONS PVT LTD,2020,10,1211250,53038.08297,15080.06051,274208.7228,577391.4946,45063.58048,5726.510197,38831.40306,2220589.855,13870487.86
PSI PHI GLOBAL SOLUTIONS PVT LTD,2020,11,1298488,69982.11301,11546.57816,345563.3962,448661.8594,54740.75013,11647.39232,30732.26915,2271362.358,27880774.22
PSI PHI GLOBAL SOLUTIONS PVT LTD,2020,12,1211250,53038.08297,15080.06051,274208.7228,577391.4946,45063.58048,5726.510197,38831.40306,2220589.855,13870487.86
PUBLIC WORKS DEPT (MAHARAS),2019,9,2696460,122521.0472,41363.33671,754121.5234,923032.4869,111341.2811,15879.20157,83478.83473,4748197.712,57353951.3
PUBLIC WORKS DEPT (MAHARAS),2019,10,2696460,122521.0472,41363.33671,754121.5234,923032.4869,111341.2811,15879.20157,83478.83473,4748197.712,57353951.3
PUBLIC WORKS DEPT (MAHARAS),2019,11,2696460,122521.0472,41363.33671,754121.5234,923032.4869,111341.2811,15879.20157,83478.83473,4748197.712,57353951.3
PUBLIC WORKS DEPT (MAHARAS),2019,12,2696460,122521.0472,41363.33671,754121.5234,923032.4869,111341.2811,15879.20157,83478.83473,4748197.712,57353951.3
PUNE TALKIES PVT LTD,2019,12,81317,2191.49891,661.2670207,9655.360109,20116.85044,3765.72141,536.5466281,2839.088147,121083.3327,2247163.157
PUNJAB & SIND BANK,2019,11,965457,65384.40902,15953.3457,122188.2915,437408.1061,57655.79742,8966.765991,24555.28724,1697569.003,20041935.19
PUNJAB & SIND BANK,2019,12,965457,65384.40902,15953.3457,122188.2915,437408.1061,57655.79742,8966.765991,24555.28724,1697569.003,20041935.19
PUNJAB STATE SEEDS CORP LTD,2020,11,626662,25021.89882,8433.805994,112590.6222,150459.3368,36280.41135,3695.183805,22545.79524,985689.0542,18626045.13
PUNJAB STATE SEEDS CORP LTD,2020,12,626662,25021.89882,8433.805994,112590.6222,150459.3368,36280.41135,3695.183805,22545.79524,985689.0542,18626045.13
PURE BLISS HOSPITAL,2020,12,422969,25642.20477,2237.19296,42531.65161,134385.2478,12517.84226,8401.131956,8508.203373,657192.4747,10576067.72
PUSHKARAJ INDUSTRIES PVT LTD,2021,3,840225,38265.18284,8937.589379,132664.5472,268184.351,42562.83508,11573.77907,29966.11997,1372379.405,11134035.26
PUSHKARAJ INDUSTRIES PVT LTD,2021,4,840225,44743.47443,8737.004539,172116.9567,374927.594,43415.22455,11173.10036,21888.27156,1517226.626,14645431.6
PUSHKARAJ INDUSTRIES PVT LTD,2021,5,840225,53116.89163,11199.12205,236364.0491,162023.3212,45496.15729,10459.55349,11836.68421,1370720.779,16801635.58
PUSHKARAJ INDUSTRIES PVT LTD,2021,6,840225,56647.31621,6034.412408,83629.62077,294628.8805,40506.07225,10301.83491,13981.91969,1345955.057,19341393.08
QATAR AIRWAYS/QATAR TOURISM,2019,11,887040,54221.72348,12382.01655,129984.8788,410573.1954,47308.06054,21143.30891,25106.39097,1587759.575,12001791.43
QATAR AIRWAYS/QATAR TOURISM,2019,12,1023600,50244.71476,8083.316083,296714.9362,252857.3555,48848.23197,15232.72733,12801.39231,1708382.674,19408787.81
QS QUACQUARELLISYMONDS LTD,2021,3,1010460,55267.17645,17042.19454,85502.59801,482274.2443,59661.23132,17735.26468,37941.12045,1765883.83,29932052.95
QS QUACQUARELLISYMONDS LTD,2021,4,1010460,39564.64931,8557.693913,108974.7701,438160.767,60928.83156,17166.34436,36595.41159,1720408.468,21918366.39
QS QUACQUARELLISYMONDS LTD,2021,5,1010460,45228.79269,8006.453507,318767.0377,443911.5516,58232.51401,22743.29142,23029.52884,1930379.17,11367180.85
QS QUACQUARELLISYMONDS LTD,2021,6,1010460,72399.9869,6675.030201,247526.3097,484938.6974,27893.47595,7347.911209,10956.34886,1868197.76,17102512.16
QUALCOMM,2021,3,11589559,822766.1622,121086.5447,2346156.229,5380240.501,446148.7793,187079.6532,223427.1119,21116463.98,193669413.9
QUALCOMM,2021,4,11589559,468212.4384,93339.21413,1234819.883,3161592.484,558495.4224,278045.5877,253439.1033,17637503.13,209344936.4
QUALCOMM,2021,5,11589559,416389.2365,148576.2295,2761357.558,5162664.771,560439.4807,101169.9784,243595.4534,20983751.71,269428273.2
QUALCOMM,2021,6,11589559,709969.6173,144716.6042,3103200.251,4420888.099,737674.199,146471.5231,351815.0817,21204294.38,147717935.2
QUEST RETAIL PVT LTD,2019,9,18519367,791746.3043,282413.9126,5138015.506,7754824.656,738659.6767,79527.43699,419354.5746,33723909.07,471688144
QUEST RETAIL PVT LTD,2019,10,287327,7419.025831,1868.568807,70245.60741,59075.55619,16143.08522,4523.983589,6635.894297,453238.7214,8079436.295
QUEST RETAIL PVT LTD,2019,11,646853,38253.11523,6561.571852,65827.71231,117973.7583,24704.42722,4569.726083,13415.18615,918158.4972,7082995.349
QUEST RETAIL PVT LTD,2019,12,467090,22836.07053,4215.07033,68036.65986,88524.65724,20423.75622,4546.854836,10025.54022,685698.6092,7581215.822
R B COLOUR CO,2021,3,190860,10262.54412,2101.820774,22923.13635,65798.04758,9838.616711,1697.441055,5963.586405,309445.193,5609965.234
R B COLOUR CO,2021,4,190860,11408.83534,2346.159669,22066.97995,73552.39517,10085.91107,1755.734931,1890.351736,313966.3679,2878475.374
R B COLOUR CO,2021,5,190860,12384.26156,2969.197783,34380.37936,85939.30804,5574.683666,2881.263759,4002.18201,338991.2762,2379783.999
R B COLOUR CO,2021,6,190860,6080.755061,2835.153004,14884.27656,45905.99721,10900.31065,2303.896578,2415.056795,276185.4459,2458155.713
RAINBOW CONTAINERS PVT LTD,2021,3,657765,23016.23168,5275.175634,173135.2951,183879.162,38640.0849,12558.09303,6117.944694,1100386.987,18143727.25
RAINBOW CONTAINERS PVT LTD,2021,4,657765,35971.13613,7468.106864,83855.13453,250365.8033,26219.51266,11397.45404,9213.850837,1082255.998,18077030.18
RAINBOW CONTAINERS PVT LTD,2021,5,657765,31968.76894,6747.406979,119523.0363,182809.6055,30202.49191,12507.75143,7789.649273,1049313.71,13432046.99
