advertiser,Best_Model
NATIONAL HEALTH MISSION,Multiple_Regression
NATIONAL INFORMATICS CENTRE,Multiple_Regression
NATIONAL INNOVATION FOUNDATION,LSTM
NATIONAL INST OF OCEAN TECH,Multiple_Regression_TV_Radio_Media
NATIONAL INSURANCE COMPANY LTD,Multiple_Regression
NATIONAL LEGAL SERVICES AUTHORITY,Polynomial_Regression_TV_Radio_Media
NATIONAL MINERAL DEVP CORP,Multiple_Regression_TV_Radio_Media
NATIONAL PAYMENTS CORP OF IND,Multiple_Regression_TV_Radio_Media
NATIONAL PENSION SYSTEM TRUST,Linear_Regression
NATIONAL SAMPLE SURVEY ORGANISATION,Multiple_Regression_TV_Radio_Media
NATIONAL SECURITY GUARD,Multiple_Regression_TV_Radio_Media
NATIONAL STOCK EXCH OF INDIA,Multiple_Regression
NATIONAL URBAN HEALTH MISSION,Multiple_Regression_TV_Radio_Media
NATIONALIST CONGRESS PARTY,Polynomial_Regression_TV_to_Others
NATRAJ,Multiple_Regression
NATRAJ OIL MILLS PVT LTD,Multiple_Regression_TV_Radio_Media
NATURE DELIGHT BEVERAGES,Multiple_Regression
NATURES ESSENCE PVT LTD,Multiple_Regression_TV_Radio_Media
NAV BHARAT SEEDS,Polynomial_Regression_TV_to_Others
NAV PRADESH,Multiple_Regression_TV_Radio_Media
NAVAYUGA ENGG COMPANY,Multiple_Regression_TV_Radio_Media
NAVI AMC LTD,Multiple_Regression_TV_Radio_Media
NAVINS HOUSING & PROPERTIES,Linear_Regression
NAVJEEVAN AAROGYA KENDRA,Multiple_Regression
NAVKAN CEMENT & MINES PVT LTD,Multiple_Regression
NAVNEET EDUCATION LTD,Polynomial_Regression_TV_to_Others
NAZARA TECHNOLOGIES,Multiple_Regression_TV_Radio_Media
NBA MEDIA VENTURE,LSTM
NCDEX (NAT COMM & DERIV EXCHG),Polynomial_Regression_TV_to_Others
NCERT (NAT COUNCIL OF EDU RES&TRAINING),Multiple_Regression
NCL INDUSTRIES,Linear_Regression
NDTV LIFESTYLE LTD,Multiple_Regression
NEEMIT VEGGIE WASH,Multiple_Regression_TV_Radio_Media
NEEMSBORO FARMS PVT LTD,Multiple_Regression_TV_Radio_Media
NEERUS ENSEMBLES PVT LTD,Multiple_Regression_TV_Radio_Media
NEHA ENTERPRIESES,Linear_Regression
NEHA HERBAL,Multiple_Regression
NEHRU CLG OF EDU & CHARITABLE TRUST,Multiple_Regression
NELLARA FOOD PRODUCTS,Multiple_Regression_TV_Radio_Media
NEMCARE HOSPITAL,Multiple_Regression_TV_Radio_Media
NEO GROUP OF INSTS,Multiple_Regression_TV_Radio_Media
NEO MATIN STRONG,Polynomial_Regression_TV_to_Others
NEOGEN CHEMICALS LTD,Multiple_Regression_TV_Radio_Media
NEOM,Multiple_Regression_TV_Radio_Media
NEPC PHARMA CHEMICAL,Linear_Regression
NEPNI TRUST,Multiple_Regression
NEST BUILDERS,Multiple_Regression_TV_Radio_Media
NESTAWAY TECHNOLOGIES PVT LTD,Multiple_Regression
NESTLE INDIA LIMITED,Linear_Regression
NESTLE SKIN HEALTH INDIA PVT LTD,Polynomial_Regression_TV_Radio_Media
NETAJI SUBHAS INST OF TECHNOLOGY,Multiple_Regression
NETFLIX INTERNATIONAL B V,Multiple_Regression_TV_Radio_Media
NETHRADHAMA EYE CLIN&SURG CENT,Multiple_Regression_TV_Radio_Media
NETMEDS MARKETPLACE LTD,Linear_Regression
NETWORK 18,Multiple_Regression_TV_Radio_Media
NETWORK CLOTHING COMPANY PVT LTD,Multiple_Regression
NETWORK18 MEDIA&INVESTMENT LTD,Multiple_Regression_TV_Radio_Media
NEUBERG DIAGNOSTICS,Multiple_Regression_TV_Radio_Media
NEUBERG EHRLICH LABORATORY PVT LTD,Multiple_Regression_TV_Radio_Media
NEW ABACUS 4 ACADEMY,Multiple_Regression
NEW BALDWIN INTL RES SCHOOL & CLG-SH,Multiple_Regression
NEW DELHI GUEST HOUSE,Multiple_Regression_TV_Radio_Media
NEW DELHI TELEVISION LTD,Multiple_Regression_TV_Radio_Media
NEW DELHI TELEVISION LTD/HABITAT FOR HUMANITY,Multiple_Regression_TV_Radio_Media
NEW ERA MEDIA CORPORATION CHENNAI PVT LTD,Multiple_Regression
NEW GENERATION MEDIA CORPORATION,Multiple_Regression_TV_Radio_Media
NEW HOLLAND TRACTORS IND P LTD,Multiple_Regression
NEW INDIA ASSURANCE CO LTD,Multiple_Regression_TV_Radio_Media
NEW LINE CINEMA,Multiple_Regression_TV_Radio_Media
NEW RAJASTHAN MARBLES,Multiple_Regression
NEW SWAN MULTITECH LTD,Multiple_Regression_TV_Radio_Media
NEW WEMBLEY PRODUCT,Linear_Regression
NEWGEN SOFTWARE TECHNOLOGIES,Multiple_Regression_TV_Radio_Media
NEWLOOK TEXTILES,LSTM
NEWS NATION NETWORK PVT LTD,Multiple_Regression
NGA TMT BARS,Multiple_Regression
NGC NETWORK (INDIA) PVT LTD,Multiple_Regression_TV_Radio_Media
NGK SPARK PLUGS (IND) PVT LTD,Multiple_Regression_TV_Radio_Media
NIBAV LIFTS PVT LTD,Multiple_Regression_TV_Radio_Media
NICE SOCIETY,Multiple_Regression_TV_Radio_Media
NICKELODEON LOST LAGOON,Multiple_Regression_TV_Radio_Media
NIDHAN ENTERPRISES,Polynomial_Regression_TV_Radio_Media
NIGHA (TELANGANA),Multiple_Regression_TV_Radio_Media
NIKITA CHARITABLE TRUST,Multiple_Regression
NILAMEL EXPORTS,Multiple_Regression_TV_Radio_Media
NILGIRI TEA EMPOURIUM,LSTM
NILIBAR,Multiple_Regression_TV_Radio_Media
NILKAMAL LTD,Multiple_Regression_TV_Radio_Media
NIMS UNIVERSITY,Multiple_Regression_TV_Radio_Media
NIPPON LIFE INDIA ASSET MGMT LTD,Polynomial_Regression_TV_to_Others
NIPPON PAINTS INDIA PVT LTD,Linear_Regression
NIPS GROUP,Multiple_Regression_TV_Radio_Media
NIRAMAYAM NATUROPATHY CENTER,Multiple_Regression_TV_Radio_Media
NIRAPARA,Linear_Regression
NIRLEP INDUSTRIES,Multiple_Regression
NIRMA CHEMICALS LTD,Polynomial_Regression_TV_to_Others
NIRMAL BANG SECURITIES PVT LTD,Multiple_Regression_TV_Radio_Media
NIRMAL SEEDS PVT LTD,Multiple_Regression
NIRVANA REALTY,Polynomial_Regression_TV_Radio_Media
NIRVANA REALTY-DISHA DIRECT MKTG SERVICE,Multiple_Regression
NISARGALAYA HERBALS,LSTM
NISHAN PRODUCTS (AHM),Multiple_Regression_TV_Radio_Media
NISSAN MOTOR CO LTD,LSTM
NIVEA INDIA PVT LTD,Polynomial_Regression_TV_to_Others
NIZAM BETEL NUT,Multiple_Regression
NIZCARE PVT LTD,Multiple_Regression_TV_Radio_Media
NMC HEALTHCARE,Multiple_Regression_TV_Radio_Media
NNOVA AND COMPANY,Linear_Regression
NO 1 BRICKS,Multiple_Regression_TV_Radio_Media
NOBEL HYGIENE  PVT LTD,Linear_Regression
NOBROKER TECHNOLOGIES SOLUTIONS PVT LTD,Multiple_Regression
NODWIN GAMING,Multiple_Regression
NOISE & GRAINS ENTERTAINMENT,Multiple_Regression_TV_Radio_Media
NON STOP COURIER & CARGO P LTD,Multiple_Regression_TV_Radio_Media
NOORANI GROUP,Multiple_Regression_TV_Radio_Media
NOORUL ISLAM EDUCATIONAL TRUST,Multiple_Regression_TV_Radio_Media
NORTH CENTRAL RAILWAY,LSTM
NORTH EAST SMALL FINANCE BANK,Multiple_Regression_TV_Radio_Media
NORTH EASTERN RAILWAY,Multiple_Regression_TV_Radio_Media
NORTH KANARA GSB CO OP BANK,Multiple_Regression_TV_Radio_Media
NORTH REPUBLIC UPDATES CLOTHING INC,Polynomial_Regression_TV_Radio_Media
NORTHERN RAILWAY,Multiple_Regression_TV_Radio_Media
NORTHSTAR HOMES,Multiple_Regression_TV_Radio_Media
NOURISHCO BEVERAGES LTD,Multiple_Regression
NOVA LIFESPACE PVT LTD,Multiple_Regression_TV_Radio_Media
NOVA PULSE IVF CLINIC PVT LTD,Multiple_Regression
NOVARTIS HEALTHCARE PVT LTD,Multiple_Regression_TV_Radio_Media
NOVOCURA TECH HEALTH SERVICES PVT LTD,Polynomial_Regression_TV_Radio_Media
NOVOY SOFTWARE PVT LTD,Multiple_Regression_TV_Radio_Media
NRC-NATIONAL REGISTER OF CITIZENS,Multiple_Regression
NSE INVESTOR PROTECTION FUND TRUST,Linear_Regression
NSHM KNOWLEDGE CAMPUS,Multiple_Regression
NTPC(NATIONAL THERMAL POWER CORPORATION),Linear_Regression
NU VISTA LTD,Polynomial_Regression_TV_Radio_Media
NU-FASHION FOOTWEAR PVT LTD,Multiple_Regression
NUECLEAR HEALTHCARE LTD,Multiple_Regression
NURTURING YOUNG SEEDS,Multiple_Regression_TV_Radio_Media
NUTAN NETRA VAIDYASHALA,Multiple_Regression_TV_Radio_Media
NUTRICIA INTERNATIONAL PVT LTD,Multiple_Regression_TV_Radio_Media
NUVOCO VISTAS CORP LTD,Multiple_Regression
NUZEN HERBAL PVT LTD,Polynomial_Regression_TV_to_Others
NUZIVEEDU SEEDS LIMITED,Multiple_Regression
NYKAA E-RETAIL PVT LTD,Multiple_Regression_TV_Radio_Media
NYSA GLOBAL,Multiple_Regression_TV_Radio_Media
OASIS DISTILLERIES LTD,Multiple_Regression
OBSURGE BIOTECH LTD,Multiple_Regression_TV_Radio_Media
OCL INDIA LTD,Multiple_Regression
OCM PVT LTD,Multiple_Regression_TV_Radio_Media
ODI-RAY INDUSTRIES LTD,LSTM
ODISHA FIRE SERVICE,Multiple_Regression
ODISHA SKILL DEVLOPMENT AUTHORITY,Multiple_Regression_TV_Radio_Media
ODM TOPWISE COMMUNICATION,Multiple_Regression_TV_Radio_Media
OIL INDIA LTD,Multiple_Regression
OJB HERBALS PVT LTD,Multiple_Regression_TV_Radio_Media
OK LIFE CARE PVT LTD,Multiple_Regression_TV_Radio_Media
OKAYA POWER LTD,Polynomial_Regression_TV_to_Others
OKINAWA AUTOTECH PVT LTD,Polynomial_Regression_TV_to_Others
OLIVE TREE GLOBAL EDUCATION CAMPUS,Multiple_Regression
OLIVE TREE INTERNATIONAL SCHOOL,Multiple_Regression_TV_Radio_Media
OLIVES FROM SPAIN,Multiple_Regression_TV_Radio_Media
OLX INC,Multiple_Regression
OM OIL & FLOUR MILLS LTD,LSTM
OM VINAYAKA GARMENTS,Multiple_Regression_TV_Radio_Media
OMEGA EXPORTS (KCH),Multiple_Regression_TV_Radio_Media
OMRON HEALTHCARE INDIA PVT LTD,Polynomial_Regression_TV_to_Others
ONE AGRO INDIA CO,Multiple_Regression_TV_Radio_Media
ONE CENTRE RETAIL,Multiple_Regression_TV_Radio_Media
ONE MOBIKWIK SYSTEMS PVT LTD,Multiple_Regression_TV_Radio_Media
ONE TAKE MEDIA CO,Multiple_Regression_TV_Radio_Media
ONE97 COMMUNICATIONS LTD,LSTM
ONKAR FOODER MILLS PVT LTD,Multiple_Regression
ONLINE INSTRUMENTS INDIA P LTD,Multiple_Regression_TV_Radio_Media
OPEN ROAD FILMS,Multiple_Regression_TV_Radio_Media
OPENDEAL INC,Multiple_Regression_TV_Radio_Media
OPJ FOOD INDUSTRIES PVT LTD,Multiple_Regression
OPJS UNIVERSITY,Linear_Regression
OPLUS MOBITECH INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
OPPO INDIA,LSTM
OPTIONS MEDIA,Multiple_Regression_TV_Radio_Media
ORACURA,Multiple_Regression_TV_Radio_Media
ORANE INST OF BEAUTY & WELLNESS,Multiple_Regression
ORANGE TOURS & TRAVELS,Multiple_Regression_TV_Radio_Media
ORAVEL STAYS PVT LTD,Polynomial_Regression_TV_to_Others
ORBIT (KALYAN),Multiple_Regression_TV_Radio_Media
ORIAL IMARA PVT LTD,Linear_Regression
ORIENT ELECTRIC,Polynomial_Regression_TV_Radio_Media
ORIENT JEWELLERS,Multiple_Regression
ORIENT PACKAGING,Multiple_Regression_TV_Radio_Media
ORIENTAL CHEMICAL WORKS,Polynomial_Regression_TV_Radio_Media
ORIENTAL INSURANCE CO LTD,Multiple_Regression
ORIENTAL METALS & STEELS PVT LTD,Multiple_Regression_TV_Radio_Media
ORIOUS CREATORS,Linear_Regression
ORISON PHARMA INTL,Multiple_Regression
ORISSA POLICE,Linear_Regression
ORISSA ST DISASTER MANAGEMENT AUTHORITY,Multiple_Regression
ORISSA STATE AIDS CONTROL SOCIETY,Multiple_Regression_TV_Radio_Media
ORISSA STATE COOP MARKETING FEDERATION,Multiple_Regression_TV_Radio_Media
ORISSA TOURISM DEV CORP LTD,Multiple_Regression
OROCLEANX,Polynomial_Regression_TV_Radio_Media
ORTHO CARE PRODUCTS PVT LTD,Multiple_Regression
OSWAL SOAP GROUP,Polynomial_Regression_TV_to_Others
OTTOMATE INTL LTD,Multiple_Regression_TV_Radio_Media
OUSHADI AURVEDIC MEDICINE,Multiple_Regression_TV_Radio_Media
OUTFIT7 LTD,Multiple_Regression_TV_Radio_Media
OVERSEAS EDUCATION & CAREER CONSULTANTS,Multiple_Regression_TV_Radio_Media
OVOT PVT LTD,Polynomial_Regression_TV_to_Others
OWAISI HOSPITAL & RESEARCH CEN,Linear_Regression
OXFAM (INDIA) TRUST,Polynomial_Regression_TV_to_Others
OXFORD SCH (GNT),Multiple_Regression_TV_Radio_Media
OXO APPARELS,Multiple_Regression_TV_Radio_Media
OYSTER BATH CONCEPTS PVT LTD,Multiple_Regression_TV_Radio_Media
P A TIME INDUSTRIES,Multiple_Regression
P C CHANDRA JEWELLERS (PG),Polynomial_Regression_TV_Radio_Media
P C JEWELLERS,Multiple_Regression
P N GADGIL & CO,Linear_Regression
P N GADGIL & SONS,LSTM
PAAVAI VARAM EDUCATIONAL TRUST,Multiple_Regression
PACHAIYAPPAS SILKS,Multiple_Regression
PACIFIC CENTURY CYBERWORKS,Multiple_Regression_TV_Radio_Media
PACIFIC VENTURES,Multiple_Regression_TV_Radio_Media
PADGILWAR AGRO INDUSTRIES,Multiple_Regression_TV_Radio_Media
PADMINI IMPEX PVT LTD,Multiple_Regression_TV_Radio_Media
PAGARIYA FOODS,Multiple_Regression_TV_Radio_Media
PAGE INDUSTRIES LTD,Multiple_Regression
PAI INTL,Multiple_Regression_TV_Radio_Media
PAISABAZAAR MARKETING AND CONS PVT LTD,Polynomial_Regression_TV_Radio_Media
PALLAVARAM SHANTHI JEWELLERS,Multiple_Regression_TV_Radio_Media
PAM LABS INDIA HEALTH CARE PVT,Multiple_Regression_TV_Radio_Media
PAN EMIRATES HOME FURNISHINGS,Multiple_Regression_TV_Radio_Media
PAN HEALTHCARE PVT LTD,Multiple_Regression
PANASONIC BATTERY INDIA CO LTD,Multiple_Regression_TV_Radio_Media
PANASONIC INDIA PVT LTD,Polynomial_Regression_TV_Radio_Media
PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
PANCHSHIL REALTY,Multiple_Regression_TV_Radio_Media
PANEM STEEL PVT LTD,Multiple_Regression_TV_Radio_Media
PANJON PHARMA LTD,Multiple_Regression
PANJURAJAN AMARAVATHY TRUST,Multiple_Regression_TV_Radio_Media
PANKAJAKASTHURI HERBALS (I)LTD,Polynomial_Regression_TV_to_Others
PANORAMA TELEVISION PVT LTD,Polynomial_Regression_TV_Radio_Media
PANTALOONS FASHION & RETAIL LTD,Multiple_Regression_TV_Radio_Media
PANTOMATH GROUP,Polynomial_Regression_TV_Radio_Media
PARAG MILK & MILK PRODUCTS LTD,Multiple_Regression
PARAGON POLYMER PRODUCTS PVT LTD,LSTM
PARAGON SYNTHETIC AND POLYMERS,Multiple_Regression_TV_Radio_Media
PARAKH AGRO INDUSTRIES LTD,Multiple_Regression
PARAMEDICAL COLLEGE (DURGAPUR),Multiple_Regression_TV_Radio_Media
PARAMOUNT GROUP,Multiple_Regression
PARAMOUNT PICTURES,Linear_Regression
PARAMPARA AYURVED,Multiple_Regression
PARAS INDIA,Multiple_Regression_TV_Radio_Media
PARAS NUTRITIONS PVT LTD,Multiple_Regression_TV_Radio_Media
PARAS SURTI PRODUCTS PVT LTD,Multiple_Regression_TV_Radio_Media
PARAVASA ULAGAM AMUSEMENT PARK,Multiple_Regression_TV_Radio_Media
PAREKH GROUP,Polynomial_Regression_TV_to_Others
PARIJAT INDUSTRIES (INDIA),Multiple_Regression_TV_Radio_Media
PARIMAL MANDIR,Polynomial_Regression_TV_Radio_Media
PARISONS FOOD PRODUCTS PVT LTD,Polynomial_Regression_TV_to_Others
PARISONS GROUP OF COMPANIES,Multiple_Regression
PARIVARTHAN LIFE TRANSFORMATION FOUNDATION,Multiple_Regression_TV_Radio_Media
PARLE AGRO,LSTM
PARLE BISCUITS PVT LTD,Polynomial_Regression_TV_Radio_Media
PARLE PRODUCTS PVT LTD,Polynomial_Regression_TV_Radio_Media
PARUL AROGYA SEVA MANDAL,Polynomial_Regression_TV_to_Others
PARUL PRAKASHANI PVT LTD,Multiple_Regression
PARUL SEVASHRAM HOSPITAL,Multiple_Regression
PASAT PETROCHEM,Polynomial_Regression_TV_to_Others
PASSION GAMING PVT LTD,Multiple_Regression_TV_Radio_Media
PASURA CROP CARE PVT LTD,Multiple_Regression
PATAKA INDUSTRIES PVT LTD,Polynomial_Regression_TV_Radio_Media
PATANJALI AYURVED LTD,Polynomial_Regression_TV_Radio_Media
PATANJALI BISCUITS PVT LTD,Multiple_Regression
PATANJALI DIVYA PRAKASHAN,Multiple_Regression
PATANJALI GRAMODHYOG NYAS,Multiple_Regression
PATANJALI YOGPEETH (YOG GRAM-HARIDWAR),Multiple_Regression_TV_Radio_Media
PATANJALI YOGPEETH TRUST,Multiple_Regression
PATEL CHATURBHAI RANCHHODBHAI PULSES LLP,Multiple_Regression_TV_Radio_Media
PATEL GROUP OF INST,Multiple_Regression_TV_Radio_Media
PATEL PAN PRODUCTS,Multiple_Regression_TV_Radio_Media
PATHFINDER PUBLISHING PVT LTD,Multiple_Regression
PATIL PARIMALA WORKS,Multiple_Regression_TV_Radio_Media
PATTABHI AGRO FOODS PVT LTD,Multiple_Regression
PAUL E-COMMERCE PVT LTD,Linear_Regression
PAUL SALES PVT LTD,Multiple_Regression
PAVIZHAM HEALTHIER DIET P LTD,Multiple_Regression_TV_Radio_Media
PAVIZHAM JEWELLERS,LSTM
PAYPAL PAYMENTS PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
PAYTM E-COMMERCE PRIVATE LIMITED,Polynomial_Regression_TV_to_Others
PAYTM FIRST GAMES PVT LTD,Multiple_Regression_TV_Radio_Media
PAZHUPPARAMBATH FLOUR MILLS,Multiple_Regression
PCA AUTOMOBILES INDIA PVT LTD,Polynomial_Regression_TV_to_Others
PCS INDUSTRIES PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
PEE ESS ENTERPRISES,Linear_Regression
PEE VEE KAY INDUSTRIES,Multiple_Regression_TV_Radio_Media
PEERLESS FINANCIAL PROD DISTRIBUTION LTD,Multiple_Regression_TV_Radio_Media
PEERLESS GROUP OF COMPANIES,Multiple_Regression
PEERLESS HOSP & BK ROY RES CEN,Multiple_Regression
PEERLESS HOTELS LIMITED,Polynomial_Regression_TV_to_Others
PEEYAR EXPORTERS,Multiple_Regression_TV_Radio_Media
PEN INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
PEN MUSIC PVT LTD,Multiple_Regression
PENGUIN RANDOM HOUSE,Multiple_Regression_TV_Radio_Media
PENSION FUND REGULATORY & DEVP AUTHORITY,Multiple_Regression
PEOPLE FOR ANIMALS,Multiple_Regression
PEOPLE INTERACTIVE I PVT LTD,Multiple_Regression_TV_Radio_Media
PEPS INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
PEPSI CO,Linear_Regression
PEPSI CO INDIA HOLDING (P) LTD,Linear_Regression
PERAMBUR REVATHI,Multiple_Regression_TV_Radio_Media
PERCEPT LIVE,Multiple_Regression_TV_Radio_Media
PERFECT DIARY BEAUTY,Multiple_Regression_TV_Radio_Media
PERFETTI VAN MELLE IND PVT LTD,Multiple_Regression
PERI INST OF TECHNOLOGY,Linear_Regression
PERNOD RICARD INDIA PVT LTD,Multiple_Regression
PESHAWAR SOAP & CHEMICALS LTD,Multiple_Regression_TV_Radio_Media
PETROLEUM CONSERVATION RESEARCH ASSOC,Multiple_Regression
PFIZER LTD,Multiple_Regression
PHFI(PUBLIC HEALTH FOUNDATION OF INDIA),Multiple_Regression_TV_Radio_Media
PHILIPS ELECTRONICS INDIA LTD,Polynomial_Regression_TV_Radio_Media
PHOENIX LAMPS LTD,Multiple_Regression
PI INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
PIAGGIO GREAVES VECHICLES LTD,Multiple_Regression
PIAGGIO VEHICLES PVT LTD,Polynomial_Regression_TV_Radio_Media
PICCADILY AGRO INDUSTRIES LTD,Multiple_Regression
PICCADILY GROUP OF COMPANIES,Multiple_Regression_TV_Radio_Media
PIDILITE INDUSTRIES,Polynomial_Regression_TV_to_Others
PIGEON INFORMATION TECHNOLOGY PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
PILANI SOFT LABS PVT LTD,Multiple_Regression_TV_Radio_Media
PIOMA INDUSTRIES,Multiple_Regression
PIONEER IMMIGRATION & EDUC CONSULTANCY PVT LTD,Multiple_Regression
PIRAMAL ENTERPRISES LTD,Multiple_Regression_TV_Radio_Media
PIRINCS PHARMACEUTICALS PVT LTD,Multiple_Regression_TV_Radio_Media
PITAMBARI PRODUCTS PVT LTD,Polynomial_Regression_TV_Radio_Media
PITTAPPILLIL AGENCIES,Polynomial_Regression_TV_to_Others
PITTY SAREES,Multiple_Regression_TV_Radio_Media
PLANTRONICS,Polynomial_Regression_TV_Radio_Media
PLATINUM GUILD INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
PLAYGAMES 24x7 PVT LTD,LSTM
PLAZA CABLE INDUSTRIES LTD,Polynomial_Regression_TV_Radio_Media
PLYMARC INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
PMC BANK (PUNJ & MAH COOP BNK),Linear_Regression
PMS CLG OF DENTAL SCI & RESEARCH,Polynomial_Regression_TV_Radio_Media
PNB HOUSING FINANCE,Linear_Regression
PNB METLIFE INDIA INSURANCE COMPANY LTD,Multiple_Regression
PODAR EDUCATION NETWORK,Multiple_Regression_TV_Radio_Media
PODDAR HOUSING,Multiple_Regression
POLICYBAZAAR INSURANCE BROKERS PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
POLIMER MEDIA PVT LTD,Multiple_Regression_TV_Radio_Media
POLYCAB INDIA LTD,Multiple_Regression_TV_Radio_Media
POLYCAB WIRES PVT LTD,Multiple_Regression_TV_Radio_Media
POLYCOM INC,Multiple_Regression_TV_Radio_Media
POLYON INDUSTRIES,Multiple_Regression_TV_Radio_Media
POMMYS,Multiple_Regression_TV_Radio_Media
PONDS INDIA,Linear_Regression
PONDY RAM SILKS,Multiple_Regression
PONNAIYAH RAMAJAYAM GRP OF INS,Multiple_Regression
PONNIAMMAN EDUC & CHAR TRUST,Multiple_Regression_TV_Radio_Media
PONNORE ENTERPRISES,Linear_Regression
POOJA HYBRID SEEDS PVT LTD,Polynomial_Regression_TV_Radio_Media
POOJA MUSIC,Linear_Regression
POOJA PLASTIC,Multiple_Regression_TV_Radio_Media
POOMBUKAR HOSIERIES,Linear_Regression
POOMEX CLOTHING CO,LSTM
POORAV INFRASTRUCTURE LTD,Multiple_Regression_TV_Radio_Media
POORNIMA PALACE CONVENTION CENTER,Multiple_Regression_TV_Radio_Media
POORVA CHEMTECH PVT LTD,Multiple_Regression
POORVIKA MOBILES PVT LTD,Linear_Regression
POPEES BABY CARE PRODUCTS,Multiple_Regression
POPULAR INDUSTRIAL FOOD PRODUCT,Multiple_Regression_TV_Radio_Media
POPULAR PAINTS & CHEMICALS,Multiple_Regression_TV_Radio_Media
POPULATION SERVICE INTL,Multiple_Regression
POPY UMBRELLA,Multiple_Regression
PORSCHE CENTRE INDIA,Multiple_Regression_TV_Radio_Media
PORTEA MEDICAL PVT LTD,Multiple_Regression_TV_Radio_Media
POTHYS,Multiple_Regression
POTHYS CLOTHING PVT LTD,Multiple_Regression
POWER BUILD LTD,Multiple_Regression_TV_Radio_Media
POWER FINANCE CORP LTD,Multiple_Regression_TV_Radio_Media
POWER GRID CORP OF INDIA LTD,Multiple_Regression_TV_Radio_Media
POWER SOAPS LTD,Polynomial_Regression_TV_to_Others
PR ENTERTAINMENT INDIA AND DESTINATION HUB SERVICE,Polynomial_Regression_TV_to_Others
PRABAS VCARE HEALTH CLINIC (P) LTD,Multiple_Regression_TV_Radio_Media
PRABH DAYAL OM PARKASH INFRA PVT LTD,Multiple_Regression_TV_Radio_Media
PRABHAT AGRI BIOTECH PVT LTD,Polynomial_Regression_TV_to_Others
PRABHAT DAIRY PVT LTD,Multiple_Regression_TV_Radio_Media
PRACTO TECHNOLOGIES PVT LTD,Linear_Regression
PRADESHIK CO-OP DAIRY FEDERATN,Multiple_Regression
PRADIP CHEMICAL WORKS,Multiple_Regression_TV_Radio_Media
PRAGATHI INTERNATIONAL,Linear_Regression
PRAGATI MILK PRODUCTS (P) LTD,Multiple_Regression_TV_Radio_Media
PRAKASH ARTS,Multiple_Regression
PRAKASH FERROUS INDUSTRIES PVT LTD,Multiple_Regression
PRAKASH FOODS & OILS LTD,Multiple_Regression_TV_Radio_Media
PRAKASH SPONGE IRON & POWER PVT LTD,Polynomial_Regression_TV_to_Others
PRAKRUTI AVENUES PVT LTD,Multiple_Regression_TV_Radio_Media
PRAMERICA LIFE INSURANCE LTD,Multiple_Regression_TV_Radio_Media
PRAN DAIRY LIMITED,Multiple_Regression_TV_Radio_Media
PRAN FOODS,Multiple_Regression_TV_Radio_Media
PRAN RFL GROUP,LSTM
PRANAV JEWELLERS (TRH),Multiple_Regression_TV_Radio_Media
PRANTIK PUBLICATION,Linear_Regression
PRAPTI FASHIONS PVT LTD,Multiple_Regression_TV_Radio_Media
PRATAAP SNACKS LIMITED,Polynomial_Regression_TV_Radio_Media
PRATAN FENESTRATION LLP,Multiple_Regression_TV_Radio_Media
PRATHIBHA BIOTECH,Multiple_Regression
PRATHIMA FOUNDATION,Multiple_Regression_TV_Radio_Media
PRATIBHA BIOTECH,Multiple_Regression
PRATYARPANA SERVICES/NEW DELHI TELEVISION LTD,Multiple_Regression_TV_Radio_Media
PRAVIN MASALEWALE,Multiple_Regression_TV_Radio_Media
PRAXIS HOME RETAIL LTD,Multiple_Regression_TV_Radio_Media
PRAYAG EXIM PVT LTD,Polynomial_Regression_TV_to_Others
PRAYAGH NUTRI PRODUCTS PVT LTD,Multiple_Regression_TV_Radio_Media
PRECISION INVESTMENT SERVICES,Linear_Regression
PREETHI KITCHEN APPLIANCES PVT LTD,Multiple_Regression
PREFERRED CONSUMER PRODUCTS PVT LTD,Multiple_Regression_TV_Radio_Media
PREM HENNA PVT LTD,LSTM
PREMEDIUM PHARMACEUTICALS PVT LTD,Multiple_Regression_TV_Radio_Media
PREMIER ELMECH SYSTEMS (P) LTD,Linear_Regression
PREMIER HOUSING & PROPERTIES,Multiple_Regression_TV_Radio_Media
PREPLADDER,Multiple_Regression
PRESTIGE EDUCATION SOCIETY,Multiple_Regression
PRESTIGE GROUP,Multiple_Regression_TV_Radio_Media
